user_id,persona,daily_listening_minutes,sessions_per_day,avg_session_minutes,days_active_last_30,skip_rate,ads_skipped_pct,repeat_track_rate,genre_diversity_score,liked_songs_pct,subscription_tenure_months,premium_flag,monthly_revenue,cluster,pca_1,pca_2
USR_001935,Habitual Loyalists,142.24,5.21,22.7,28,0.1073,0.439,0.7709,0.2701,0.5264,29.2,0,1.13,1,1.1879505215296922,-0.4029721288132951
USR_001743,Casual Snackers,61.94,2.51,25.92,8,0.8898,0.38,0.361,0.0651,0.2571,12.6,1,6.5,0,-2.9982926071056086,0.0774310007094543
USR_000221,Exploratory Samplers,104.76,5.26,17.69,20,0.4077,0.4082,0.5405,0.5897,0.3336,24.3,0,1.6,3,-0.2711180619626624,-0.7693626180130613
USR_001857,Casual Snackers,50.97,2.82,15.99,9,0.5697,0.1585,0.4687,0.5684,0.3935,18.3,0,0.93,0,-2.06081476426683,-0.951749437052897
USR_001379,Habitual Loyalists,146.78,6.35,23.95,30,0.1442,0.4002,0.4075,0.3807,0.3895,15.5,1,6.5,1,0.6986305801000595,-0.45148110140160197
USR_002295,Exploratory Samplers,91.99,2.78,41.19,23,0.299,0.5571,0.5226,0.7361,0.4909,8.7,1,6.5,3,0.18375351879271612,0.47968921739092335
USR_002396,Power Streamers,268.42,9.61,26.98,28,0.0137,0.9697,0.8116,0.5149,0.7402,51.2,0,1.61,2,4.085080856241321,0.09889828465988598
USR_000085,Casual Snackers,59.54,1.31,45.32,6,0.7603,0.2225,0.2513,0.1628,0.1946,9.7,0,1.88,0,-3.5402496948509463,0.8633568874542179
USR_001897,Habitual Loyalists,151.6,4.17,35.09,26,0.1764,0.5943,0.9484,0.7636,0.5137,40.1,0,1.36,1,1.7213627653440942,0.1837811997540121
USR_001880,Habitual Loyalists,141.08,5.18,22.12,27,0.5287,0.4278,0.892,0.8117,0.7435,19.6,0,1.49,1,1.4623192124130582,-0.6775621345253796
USR_001977,Exploratory Samplers,95.0,2.24,42.8,21,0.653,0.4873,0.2712,0.726,0.262,6.6,0,1.45,3,-1.3698039538743243,0.6635218181640642
USR_000110,Power Streamers,159.87,6.86,22.38,27,0.2154,0.4863,0.73,0.6402,0.6338,48.0,0,1.7,1,1.8126249676960153,-0.6216537962601952
USR_000857,Habitual Loyalists,145.28,4.37,32.91,28,0.2466,0.4738,0.6798,0.3348,0.6599,28.3,0,1.03,1,1.08539232467426,0.14278662126701386
USR_000783,Exploratory Samplers,133.86,2.06,60.14,28,0.6338,0.4675,0.3389,0.8127,0.3221,24.5,0,2.17,3,-0.6202692379814639,1.4515891664555463
USR_000291,Power Streamers,305.24,8.6,31.05,30,0.2005,1.0,0.8883,0.6432,0.6147,39.2,1,6.5,2,3.961227818777837,0.4508631223988843
USR_002005,Casual Snackers,35.75,2.46,7.81,18,0.756,0.1648,0.0593,0.5686,0.036,7.9,0,0.84,0,-3.235837982776586,-1.2343969017487502
USR_001243,Exploratory Samplers,69.75,3.61,30.42,16,0.3718,0.3598,0.2562,0.9636,0.2733,24.7,0,1.65,3,-1.1255568976597983,-0.31537767670808187
USR_001939,Casual Snackers,40.67,1.33,28.97,14,0.8559,0.2745,0.141,0.0821,0.1755,12.2,0,1.33,0,-3.558232900099881,0.15405343526194906
USR_000832,Habitual Loyalists,201.63,7.96,30.13,28,0.3777,0.7465,0.8919,0.6254,0.6525,44.7,1,6.5,2,2.649710157077554,0.00040185772101618197
USR_000411,Habitual Loyalists,212.42,5.55,28.85,25,0.581,0.8547,0.4441,0.5591,0.4887,24.1,0,1.63,1,1.114389028013667,0.40309828732718966
USR_001196,Casual Snackers,39.28,1.62,31.33,6,0.6551,0.2543,0.171,0.6304,0.0689,6.0,0,2.05,0,-3.363692970332574,-0.01637954701249616
USR_001815,Power Streamers,228.13,9.53,30.02,27,0.0405,0.6271,0.5805,0.7439,0.4005,47.6,0,1.84,2,2.4899024560989345,-0.19579970600698213
USR_002383,Casual Snackers,63.25,1.4,47.05,17,0.9511,0.1677,0.5595,0.3683,0.3651,13.4,0,0.8,0,-2.4783612031762843,0.7155017463549059
USR_000612,Habitual Loyalists,187.27,5.78,28.59,24,0.2146,0.7584,0.9072,0.2872,0.666,14.8,0,1.71,1,2.1096074019747295,0.22003372185896616
USR_000213,Casual Snackers,32.97,3.14,11.88,8,0.5251,0.227,0.3208,0.2634,0.2925,6.0,0,0.88,0,-2.5902292115191514,-0.9696062542433613
USR_000745,Habitual Loyalists,227.83,5.82,46.78,28,0.2476,1.0,0.9549,0.4892,0.7267,61.0,1,6.5,2,3.1593297226472457,1.2515478741304535
USR_002386,Habitual Loyalists,127.75,4.45,27.29,23,0.4875,0.5542,0.693,0.4091,0.4461,42.0,0,1.79,1,0.2450634245979339,-0.029502909225979288
USR_000651,Exploratory Samplers,91.83,4.13,13.37,16,0.6179,0.5728,0.3619,0.9332,0.2496,25.3,1,6.5,3,-0.8732649909033795,-0.8332015218351623
USR_000757,Exploratory Samplers,43.15,3.46,10.32,17,0.3673,0.2503,0.4291,0.895,0.2765,27.0,0,1.21,3,-1.2016660127149275,-1.3789485111803954
USR_002392,Habitual Loyalists,137.38,5.29,27.03,24,0.4095,0.6726,0.8875,0.6538,0.6003,41.6,0,1.8,1,1.4984937881282179,-0.1448129998331192
USR_001042,Habitual Loyalists,200.4,8.68,22.6,25,0.3465,0.7222,0.7078,0.4274,0.5824,30.3,1,6.5,2,2.0936207743945623,-0.2919047649811783
USR_001899,Casual Snackers,45.91,2.18,22.99,15,0.6267,0.4003,0.0888,0.4218,0.1293,6.7,0,2.09,0,-2.7148611898844486,-0.23039661072132314
USR_001689,Habitual Loyalists,124.84,4.82,23.31,24,0.3417,0.3495,0.8203,0.6216,0.6237,39.8,1,6.5,1,0.8793723280456706,-0.6074085971423623
USR_000019,Power Streamers,151.74,8.47,27.75,28,0.1194,0.7464,0.8061,0.6445,0.5357,43.2,0,0.97,2,2.5438437539773204,-0.2837069745616857
USR_000789,Power Streamers,296.48,8.09,37.6,30,0.0799,0.996,0.7796,0.6944,0.553,71.6,0,1.71,2,3.7872663790972876,0.744343766508068
USR_001363,Habitual Loyalists,217.4,6.46,35.45,20,0.4364,0.8591,0.6548,0.2445,0.5172,42.5,1,6.5,1,1.361878773392436,0.7687699612537582
USR_002072,Exploratory Samplers,117.83,3.37,33.45,16,0.6101,0.2598,0.1252,0.6958,0.085,10.4,0,1.75,3,-2.1510352841155895,0.06521764133825611
USR_001000,Exploratory Samplers,146.46,4.46,35.09,23,0.3034,0.5654,0.4331,0.759,0.1945,19.9,1,6.5,3,0.08370105475923754,0.26355342347019434
USR_000743,Power Streamers,255.68,10.87,22.57,30,0.1202,0.8338,0.9267,0.6388,0.8139,38.3,1,6.5,2,4.319197255328516,-0.4338925553252593
USR_001875,Power Streamers,303.96,9.51,30.15,29,0.0588,0.9675,0.9014,0.7314,0.8035,40.7,1,6.5,2,4.62550352672803,0.2163604554822009
USR_000077,Exploratory Samplers,71.64,6.18,8.37,18,0.3325,0.2597,0.3189,0.8144,0.2037,11.3,1,6.5,3,-0.8785335887515326,-1.5454067243056813
USR_000451,Casual Snackers,41.51,1.59,37.49,11,0.7639,0.3271,0.2452,0.175,0.234,9.6,1,6.5,0,-3.1209076144496777,0.5095017857817904
USR_001312,Power Streamers,322.28,7.04,42.22,28,0.1005,1.0,0.7118,0.7077,0.5305,49.7,1,6.5,2,3.5160536544853533,1.117294239388435
USR_002074,Power Streamers,182.62,8.83,26.03,28,0.1737,0.2268,0.8036,0.3638,0.6241,34.4,0,0.98,1,1.7927673320712885,-0.6867472004959856
USR_001414,Power Streamers,221.96,7.71,26.49,29,0.122,0.8624,0.6981,0.6311,0.5634,48.8,0,1.07,2,2.8992487790929204,0.006752157058988772
USR_000862,Habitual Loyalists,230.6,4.19,61.35,19,0.2007,0.6857,0.7152,0.2869,0.6088,30.6,1,6.5,1,1.3790809168844553,1.916914953752314
USR_000169,Exploratory Samplers,92.63,2.52,35.81,24,0.2935,0.531,0.5219,0.8026,0.5557,19.3,1,6.5,3,0.32899775745298665,0.18490752064646346
USR_001993,Exploratory Samplers,120.19,2.58,49.65,16,0.5657,0.5447,0.3092,0.6743,0.3077,9.7,0,1.3,3,-1.1139210787930371,1.0855829706117244
USR_000606,Power Streamers,140.95,7.03,17.77,26,0.1367,0.5756,0.8675,0.4576,0.6566,59.1,1,6.5,1,2.0466815497862,-0.7461319667171712
USR_001226,Power Streamers,229.98,7.06,27.69,30,0.1714,0.7172,0.7636,0.5617,0.6962,32.3,1,6.5,2,2.8600628646860717,-0.002554832293188082
USR_002061,Power Streamers,203.34,9.12,21.61,30,0.1576,0.4616,0.8086,0.6049,0.6513,39.0,0,1.27,1,2.6698090449977046,-0.7635581941021738
USR_000220,Exploratory Samplers,76.29,4.16,15.46,19,0.549,0.3678,0.2938,0.8429,0.0826,17.3,0,1.02,3,-1.4926571527122638,-0.9180333457465111
USR_000614,Power Streamers,254.19,9.14,27.67,28,0.1052,0.7657,0.3614,0.4595,0.5097,38.5,1,6.5,2,2.411074775282321,0.06334026076516598
USR_001386,Casual Snackers,36.67,1.47,22.14,10,0.7031,0.2789,0.1965,0.3033,0.2504,1.7,0,1.89,0,-3.130130700487469,-0.2983151518933124
USR_001536,Exploratory Samplers,78.38,3.88,13.84,9,0.6161,0.3118,0.4723,0.5302,0.3664,12.3,0,1.09,3,-1.6606220885702982,-0.8899357374210675
USR_000304,Habitual Loyalists,206.12,7.04,30.39,25,0.0801,0.6977,0.7028,0.4583,0.5168,40.6,0,0.87,2,2.123363034859719,0.13850292005224188
USR_001573,Habitual Loyalists,161.02,4.46,36.84,24,0.2308,0.6091,0.6039,0.5792,0.4873,18.4,0,1.15,1,1.0003465294851566,0.42067757085950397
USR_001250,Power Streamers,223.59,10.1,13.31,28,0.0484,0.6791,0.8179,0.3786,0.6558,39.8,0,1.09,2,3.182902874480178,-0.8639939330404569
USR_000989,Exploratory Samplers,51.2,4.73,15.09,12,0.6135,0.1277,0.449,0.5624,0.3916,8.0,0,1.64,3,-1.7799027592255305,-1.1688148898801887
USR_001559,Habitual Loyalists,167.03,4.36,37.73,30,0.2877,0.606,0.9576,0.6036,0.7299,46.6,1,6.5,1,2.145104117465493,0.3727881619238257
USR_002105,Habitual Loyalists,196.41,3.86,51.28,24,0.1702,0.5389,0.8025,0.6236,0.5831,50.5,0,1.22,1,1.5376579924429445,1.075701806301329
USR_001852,Power Streamers,156.07,5.88,26.18,25,0.0859,0.4771,0.5054,0.5211,0.2219,44.2,0,1.63,1,0.58994582749432,-0.25239502112779233
USR_000914,Power Streamers,375.06,8.01,52.85,28,0.0415,1.0,0.8957,0.8467,0.6768,44.3,1,6.5,2,4.629916747099678,1.5373461584720034
USR_000801,Habitual Loyalists,113.82,5.03,27.63,27,0.3515,0.6038,0.8252,0.7682,0.6583,13.1,0,1.39,1,1.561739888524155,-0.296998233485295
USR_001111,Casual Snackers,45.56,2.5,16.43,11,0.8347,0.375,0.4584,0.2393,0.366,11.2,0,0.98,0,-2.403817363435605,-0.5276674350126256
USR_001881,Habitual Loyalists,131.89,6.96,13.7,26,0.2288,0.5266,0.7598,0.6724,0.5409,20.1,0,1.41,1,1.5879482180645992,-1.0496832936713498
USR_000369,Exploratory Samplers,42.97,2.68,12.35,5,0.6437,0.1541,0.0806,0.5609,0.1218,1.0,0,1.98,0,-3.44814822103424,-1.0118103195265182
USR_000232,Exploratory Samplers,63.66,4.63,9.93,22,0.5805,0.1817,0.1915,0.9194,0.0794,10.1,0,1.35,3,-1.7723025087154578,-1.4453349371026107
USR_001846,Habitual Loyalists,161.89,6.73,33.4,27,0.3383,0.5762,0.7132,0.7389,0.6042,25.3,0,1.57,1,1.7592562410792933,-0.04158192403194056
USR_000136,Casual Snackers,29.96,1.74,17.46,9,0.8413,0.1343,0.3207,0.2869,0.2405,12.7,1,6.5,0,-3.458629955810317,-0.6661922386392074
USR_000026,Casual Snackers,52.3,0.51,103.86,6,0.5484,0.3921,0.1086,0.2439,0.1619,8.0,0,1.53,0,-3.336236419051459,3.6848135529592945
USR_001171,Exploratory Samplers,168.95,3.8,55.15,20,0.4182,0.6378,0.4482,0.8946,0.4605,7.3,0,1.32,3,0.494778442738057,1.2689733697245231
USR_001280,Habitual Loyalists,207.58,5.78,41.89,24,0.3106,0.6382,0.856,0.5949,0.5821,39.7,0,1.12,1,1.8882654709289948,0.6506929234536232
USR_000890,Habitual Loyalists,156.95,6.31,26.44,28,0.3105,0.5155,0.6486,0.1557,0.4874,28.6,1,6.5,1,0.9234901413610136,-0.10751296062077875
USR_002093,Habitual Loyalists,158.48,4.93,40.42,23,0.3023,0.5265,0.8031,0.2355,0.6305,39.8,1,6.5,1,1.0433450134320321,0.5902165911944287
USR_000974,Power Streamers,263.54,8.32,31.76,29,0.1101,1.0,0.801,0.5576,0.4909,42.5,1,6.5,2,3.3888081577142715,0.46511267720733984
USR_000193,Casual Snackers,44.27,1.34,34.79,10,0.4268,0.3022,0.1378,0.2182,0.0576,5.3,1,6.5,0,-3.1650330103840734,0.3673257468265162
USR_000290,Casual Snackers,35.27,1.96,13.53,14,0.6688,0.4054,0.4619,0.1456,0.3731,11.7,0,1.15,0,-2.158180697598309,-0.6083566636435437
USR_000787,Power Streamers,236.41,7.19,33.65,27,0.2479,0.7882,0.4504,0.688,0.2677,42.8,0,2.01,2,1.6682786460696553,0.4130722824676447
USR_001450,Casual Snackers,31.7,1.88,19.04,7,0.6888,0.283,0.2323,0.199,0.2522,9.1,0,1.82,0,-3.2308890154255474,-0.4241197487999279
USR_001367,Casual Snackers,17.56,0.2,87.27,4,0.9034,0.3087,0.24,0.3745,0.3487,1.3,0,1.06,0,-3.6819193208100103,2.742331837027141
USR_001730,Exploratory Samplers,112.83,3.5,26.7,26,0.6947,0.6418,0.6655,0.8823,0.4045,11.0,0,2.2,3,0.24915530367820915,-0.12873618198254677
USR_001086,Habitual Loyalists,118.88,5.81,25.18,25,0.1212,0.6678,0.7246,0.4887,0.4638,33.1,0,1.16,1,1.3529685224814623,-0.2457112331679439
USR_000737,Casual Snackers,23.92,1.34,19.03,10,0.624,0.2364,0.0377,0.0464,0.0164,1.0,1,6.5,0,-3.996319309808664,-0.3366962494374659
USR_000874,Exploratory Samplers,118.77,3.96,28.87,19,0.8405,0.5966,0.2334,0.6671,0.2885,24.4,0,1.85,3,-1.2299455817030418,0.12138076688271705
USR_000129,Casual Snackers,56.77,2.68,25.29,9,0.678,0.3922,0.2021,0.0216,0.2232,8.0,1,6.5,0,-2.9339760368200056,0.04387226896292302
USR_002010,Habitual Loyalists,135.17,7.32,18.48,24,0.365,0.6759,0.9118,0.4387,0.708,55.6,0,2.13,1,1.9301079091927043,-0.6189079272176669
USR_001994,Casual Snackers,23.56,1.51,17.18,8,0.8544,0.3307,0.2729,0.0556,0.2574,5.2,0,1.02,0,-3.491885659340029,-0.3746822254257727
USR_000678,Exploratory Samplers,126.54,3.49,39.64,18,0.1989,0.4015,0.5836,0.7606,0.468,10.0,0,1.83,3,0.19467539241255188,0.28347594513285834
USR_001495,Exploratory Samplers,78.31,4.15,22.03,24,0.6227,0.4472,0.225,0.9472,0.1965,6.9,0,0.92,3,-1.0483574228660284,-0.6088956928256373
USR_000234,Habitual Loyalists,194.56,4.46,50.28,26,0.0295,0.6001,0.8769,0.4489,0.7613,27.9,0,2.03,1,2.303971899821917,1.0524809897757166
USR_000811,Casual Snackers,45.62,2.23,19.53,10,0.6171,0.3692,0.2259,0.0528,0.4207,13.7,0,1.34,0,-2.5458638054064178,-0.2958930051957648
USR_000308,Habitual Loyalists,182.62,6.4,28.19,24,0.1302,0.5061,0.7166,0.6423,0.532,26.5,1,6.5,1,1.672849061594022,-0.22980270352976215
USR_000509,Exploratory Samplers,120.44,4.48,29.17,19,0.562,0.4094,0.2958,0.7922,0.4553,7.3,0,0.96,3,-0.5510474364520228,-0.21077250002775966
USR_001630,Exploratory Samplers,96.67,5.59,22.43,22,0.5237,0.4693,0.1815,0.5521,0.1732,1.0,0,1.45,3,-1.0543433421814044,-0.44955165112726114
USR_000384,Exploratory Samplers,145.14,3.35,46.52,15,0.2512,0.3744,0.4268,0.7775,0.2722,13.5,1,6.5,3,-0.5485575594889118,0.6885567431262862
USR_002058,Exploratory Samplers,94.38,3.92,24.27,22,0.4965,0.4903,0.5765,0.7867,0.3894,14.0,0,1.44,3,-0.13615573551301746,-0.41494045749297914
USR_000943,Casual Snackers,70.92,2.39,22.72,9,0.6965,0.586,0.4043,0.2367,0.2674,7.2,0,1.95,0,-2.104857521947322,0.04193080289771328
USR_002223,Exploratory Samplers,111.87,4.28,25.06,24,0.0827,0.5173,0.2523,0.9726,0.182,13.0,1,6.5,3,0.07321567067188653,-0.42082202216608056
USR_000508,Power Streamers,237.82,6.12,42.05,28,0.1984,0.8096,0.7,0.7601,0.6051,52.6,1,6.5,2,2.6655456715570565,0.7722245600348109
USR_000178,Power Streamers,258.95,10.66,18.49,30,0.3164,0.7499,0.4927,0.3882,0.224,70.6,0,1.12,2,2.041265708977654,-0.38529490975804037
USR_000427,Casual Snackers,76.23,0.7,107.54,4,0.5856,0.3235,0.0869,0.8085,0.0482,10.3,1,6.5,0,-3.248710623457315,3.6046015796557933
USR_001581,Power Streamers,236.15,8.5,33.24,29,0.1292,0.9402,0.8272,0.8653,0.6851,69.9,1,6.5,2,3.772948702990434,0.22001510800649254
USR_000695,Power Streamers,256.82,8.06,32.04,29,0.2501,0.8437,0.9137,0.4926,0.6277,56.1,1,6.5,2,3.2131910972875724,0.34700064964997596
USR_002127,Exploratory Samplers,112.57,3.65,38.39,17,0.6009,0.5906,0.2347,0.8729,0.3349,14.6,0,2.05,3,-0.82112913888656,0.4290831604859145
USR_000185,Habitual Loyalists,205.79,4.65,50.21,28,0.1898,0.6766,0.841,0.5529,0.6283,24.1,1,6.5,1,2.15954310202881,1.12720606331621
USR_001785,Casual Snackers,50.7,1.61,34.89,8,0.5771,0.1882,0.0925,0.251,0.1984,7.2,0,1.07,0,-3.371700324809257,0.25344843389480226
USR_002168,Exploratory Samplers,81.02,4.08,17.48,10,0.4408,0.4336,0.4965,0.7496,0.3964,4.0,0,1.49,3,-0.8680719574647326,-0.7551845273056808
USR_001809,Exploratory Samplers,142.35,3.99,38.82,15,0.3328,0.4845,0.1923,0.7315,0.3513,17.9,0,1.58,3,-0.6245317995120401,0.4317218069177371
USR_002258,Power Streamers,278.22,11.43,24.94,30,0.0704,0.917,0.9227,0.445,0.6565,58.1,0,1.21,2,4.2858446032427935,-0.12532852588139123
USR_000299,Habitual Loyalists,233.77,4.95,46.52,23,0.2362,0.9525,0.6271,0.5056,0.5021,19.2,0,1.04,2,1.9265659204174737,1.360527464149352
USR_001037,Exploratory Samplers,87.99,3.39,30.41,24,0.8017,0.4757,0.7329,0.9136,0.6074,10.1,0,1.42,3,0.07288050823871815,-0.20264214353665697
USR_001001,Casual Snackers,40.45,2.06,18.33,14,0.9153,0.3078,0.2622,0.1345,0.4301,11.5,1,6.5,0,-2.816934666733833,-0.426751956822112
USR_000622,Exploratory Samplers,124.75,3.02,45.37,21,0.4603,0.5257,0.1855,0.6842,0.1875,8.4,1,6.5,3,-1.043340023863956,0.8435284674583348
USR_002131,Casual Snackers,49.58,2.89,12.89,9,0.5427,0.3652,0.3356,0.4106,0.403,4.8,0,1.17,0,-1.975444672717191,-0.8229328298303329
USR_002320,Power Streamers,276.88,7.6,32.34,30,0.0894,0.7831,0.7982,0.625,0.6321,37.4,1,6.5,2,3.380686717593522,0.3104092013316099
USR_000582,Habitual Loyalists,171.36,6.43,21.01,27,0.2795,0.7236,0.62,0.5054,0.4995,35.8,0,0.94,1,1.59318036326314,-0.2914698771582836
USR_001967,Habitual Loyalists,114.61,4.7,25.63,25,0.2764,0.4559,0.8428,0.2756,0.5204,41.7,1,6.5,1,0.702415664957787,-0.25442895694253226
USR_000179,Power Streamers,183.5,6.14,28.58,30,0.2866,0.5737,0.6768,0.8268,0.4751,45.5,1,6.5,1,1.7782059661520608,-0.20037276473511428
USR_002175,Exploratory Samplers,121.12,3.86,34.18,19,0.4668,0.5253,0.2611,0.7102,0.2772,22.9,0,2.07,3,-0.7489166561179015,0.23509049591785322
USR_000325,Power Streamers,240.33,10.72,31.85,28,0.3357,0.8289,0.805,0.7399,0.5983,39.9,0,1.57,2,3.322013995803438,-0.0006161772697655217
USR_000566,Habitual Loyalists,157.1,5.94,21.02,27,0.3904,0.6551,0.6495,0.3321,0.3794,20.2,0,1.73,1,0.8702345053969283,-0.24035971123963962
USR_001238,Exploratory Samplers,73.69,5.63,11.9,21,0.5205,0.1915,0.2962,0.8271,0.3366,19.4,0,1.78,3,-0.9809463644727453,-1.4150817564855704
USR_001341,Casual Snackers,65.08,1.32,39.46,3,0.7555,0.4063,0.3062,0.1608,0.3156,10.9,0,0.96,0,-3.0594581427471823,0.7708405474894637
USR_000565,Habitual Loyalists,156.2,4.96,36.49,25,0.5063,0.7087,0.8873,0.6901,0.6595,27.7,1,6.5,1,1.6338766556613655,0.3731684694888506
USR_000119,Exploratory Samplers,73.18,5.27,9.81,15,0.6498,0.527,0.6941,0.9276,0.5635,1.0,1,6.5,3,0.05528366069617713,-1.2487373274638145
USR_000487,Exploratory Samplers,60.52,3.46,20.89,15,0.337,0.4821,0.5212,0.7353,0.4242,10.0,1,6.5,3,-0.5313296365523348,-0.5924415952523526
USR_001293,Habitual Loyalists,167.89,6.8,24.58,22,0.6198,0.4748,0.6623,0.8768,0.5818,11.2,1,6.5,1,0.9922222072166467,-0.5241713768026007
USR_000282,Casual Snackers,32.51,2.72,10.59,8,0.7875,0.3613,0.2455,0.2596,0.2781,2.1,0,1.12,0,-2.9603497080993804,-0.8204333419037247
USR_001455,Exploratory Samplers,77.04,2.34,32.57,12,0.7511,0.4432,0.137,0.6392,0.1418,13.9,0,1.92,0,-2.5387397936053326,0.23158382896314492
USR_000529,Habitual Loyalists,139.62,5.17,27.11,30,0.3053,0.6868,0.9708,0.4555,0.8905,35.1,0,1.35,1,2.429054544646825,-0.11948087561364289
USR_001647,Exploratory Samplers,93.18,4.21,20.07,18,0.3881,0.3085,0.381,0.6263,0.3923,10.2,0,1.96,3,-0.7972447860169861,-0.7079363566343004
USR_000655,Power Streamers,177.47,7.64,28.55,28,0.0254,0.6779,0.5803,0.6681,0.4597,60.8,0,1.1,2,2.1483380103701273,-0.17374257987842254
USR_000835,Habitual Loyalists,164.47,4.81,42.03,29,0.0914,0.5804,0.8207,0.3315,0.6479,28.5,1,6.5,1,1.8571396400787206,0.6344702945342757
USR_001362,Exploratory Samplers,107.63,2.27,57.09,14,0.3942,0.2521,0.3134,0.9272,0.2811,16.5,0,1.06,3,-1.38046871536838,1.010323950982178
USR_002037,Power Streamers,233.38,10.94,25.51,30,0.0856,0.8517,0.6794,0.6503,0.4963,48.8,1,6.5,2,3.3958324782166027,-0.27216790937984353
USR_001868,Casual Snackers,32.35,3.21,5.68,11,0.7326,0.1439,0.3573,0.2483,0.2984,5.0,1,6.5,0,-2.8274696535015122,-1.319060920068493
USR_001462,Habitual Loyalists,184.23,5.38,27.38,28,0.3735,0.4889,0.7624,0.3527,0.7208,33.4,0,1.35,1,1.5093980051434432,-0.08700765482205258
USR_000977,Exploratory Samplers,95.57,3.56,29.41,18,0.2144,0.3626,0.4243,0.8913,0.3012,13.0,0,1.83,3,-0.4482549966021332,-0.3120481208965487
USR_000619,Casual Snackers,38.83,2.27,18.2,11,0.6786,0.3053,0.1188,0.3489,0.046,7.7,1,6.5,0,-3.3106195635833666,-0.49398496761900834
USR_001727,Exploratory Samplers,65.44,3.49,20.07,17,0.6567,0.2545,0.4495,0.8733,0.3475,1.0,1,6.5,3,-1.369228329247757,-0.8435064516034912
USR_000367,Habitual Loyalists,230.16,4.68,51.29,20,0.1915,0.7631,0.8129,0.3324,0.5931,23.4,1,6.5,1,1.778662430762566,1.4601755396616518
USR_001222,Casual Snackers,34.42,1.69,26.95,7,0.7678,0.315,0.3515,0.1834,0.3437,5.1,0,1.82,0,-2.9987928031039814,-0.022791476944718565
USR_002273,Habitual Loyalists,191.99,2.67,69.49,29,0.3115,0.7586,0.6907,0.6621,0.4273,26.8,1,6.5,1,1.2976216860207017,2.2128626207449353
USR_000044,Exploratory Samplers,97.2,4.95,21.22,18,0.3449,0.1131,0.3661,0.7653,0.3149,9.6,0,1.91,3,-0.9649711504245108,-0.9440424941210042
USR_000734,Exploratory Samplers,70.24,3.22,21.74,26,0.6855,0.4906,0.5448,0.9346,0.471,10.1,0,0.84,3,-0.23777052499444168,-0.6038596534969566
USR_002219,Power Streamers,292.4,8.97,34.68,30,0.182,0.8678,0.834,0.5903,0.6588,43.2,1,6.5,2,3.7328184863294,0.45090141436821746
USR_001833,Exploratory Samplers,124.44,3.48,36.54,13,0.7799,0.6582,0.3298,0.8821,0.2009,12.7,1,6.5,3,-1.2301505811200915,0.5012877117869515
USR_000204,Casual Snackers,1.0,1.04,3.0,9,0.609,0.2637,0.2709,0.0488,0.236,4.5,0,1.58,0,-3.415210209840007,-1.1336792381734586
USR_000175,Casual Snackers,46.05,1.76,30.23,12,0.6641,0.1338,0.0593,0.3659,0.2037,3.1,0,1.71,0,-3.34691531741555,-0.0881299156623822
USR_000421,Habitual Loyalists,99.82,5.23,17.81,21,0.3209,0.3448,0.6415,0.325,0.5233,28.8,1,6.5,1,0.0500134960662492,-0.7709946599078756
USR_000893,Casual Snackers,35.74,2.13,14.1,1,0.6004,0.0983,0.2228,0.183,0.2136,16.7,0,2.02,0,-3.706684551534097,-0.8061504245131561
USR_000121,Habitual Loyalists,173.3,4.54,33.75,25,0.0765,0.5683,0.898,0.2586,0.6854,36.2,1,6.5,1,1.7990012962737794,0.32215368591372884
USR_000284,Casual Snackers,52.92,1.19,39.36,9,0.7154,0.347,0.1351,0.283,0.242,8.0,0,1.03,0,-3.17005945484748,0.6338281956547718
USR_001728,Power Streamers,165.22,9.4,17.2,29,0.2092,0.3732,0.5868,0.6604,0.3967,46.2,1,6.5,1,1.5418902761057354,-1.1092177680190807
USR_001985,Habitual Loyalists,150.49,5.23,25.03,25,0.1821,0.5803,0.8278,0.2633,0.7528,57.4,1,6.5,1,1.6838218078920528,-0.1624098552093695
USR_000648,Habitual Loyalists,199.17,6.92,30.13,27,0.2796,0.6469,0.7451,0.5986,0.4497,22.0,0,1.0,1,1.8351712004243712,0.03223174952016888
USR_001177,Exploratory Samplers,97.48,2.42,36.93,18,0.2243,0.465,0.4586,0.7776,0.4223,13.6,1,6.5,3,-0.2889810150108355,0.2489699347054856
USR_001407,Power Streamers,214.12,6.62,37.06,29,0.2175,0.5776,0.7443,0.6866,0.3725,45.6,1,6.5,2,1.8642756095240067,0.29605830221301344
USR_001437,Casual Snackers,37.12,2.55,18.29,6,0.7962,0.4413,0.5204,0.103,0.395,9.2,0,0.95,0,-2.4771153624782265,-0.3371398737013427
USR_001952,Casual Snackers,33.03,1.07,29.28,11,0.5966,0.5069,0.1364,0.3263,0.1997,3.3,0,1.2,0,-2.803982074358403,0.2505734732602489
USR_000600,Habitual Loyalists,217.95,3.97,56.28,23,0.4693,0.8872,0.9065,0.3826,0.8256,28.6,1,6.5,1,2.1192240541469984,1.7835353021081184
USR_000276,Exploratory Samplers,116.08,3.11,32.15,14,0.6078,0.4756,0.3813,0.7678,0.3247,19.9,1,6.5,3,-1.110402148488447,0.13381086670763032
USR_001984,Casual Snackers,7.86,2.72,3.0,2,0.7436,0.3552,0.1654,0.3487,0.1443,10.2,0,1.56,0,-3.5868363879976086,-1.2219395498899144
USR_001090,Exploratory Samplers,94.16,2.0,51.62,24,0.676,0.508,0.4833,0.5929,0.4329,5.4,0,0.86,3,-0.7791684846623543,1.1011109569820134
